Dis No,Year,Seq,Disaster Group,DisasterSubgroup,Disaster Type,Disaster Subtype,value,Entry Criteria,Country,ISO,Region,Associated Dis,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,StartMonth,Start Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$)
2016-0079-RUS,2016,79,Technological,Technological,Miscellaneous accident,Fire,1,--,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,3,14,12,,,,,,,
2016-0128-RUS,2016,128,Natural,Hydrological,Flood,,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,,,1834048,Km2,61.967,59.803,,,2016,4,16,,,3200,,3200,,,2000
2016-0001-UKR,2016,1,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Ukraine,UKR,Eastern Europe,,,,,,?,,,,,2016,1,1,37,,,,,,,
2016-0180-UKR,2016,180,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Ukraine,UKR,Eastern Europe,,,,,,,,,,,2016,5,29,17,5,,,5,,,
2016-0076-SRB,2016,76,Natural,Hydrological,Flood,Flash flood,1,Affected,Serbia,SRB,Southern Europe,,,Yes,,,Km2,,,,"Bjelica, Zapadna Morava",2016,3,6,,,7000,,7000,,,100000
2016-0446-SRB,2016,446,Natural,Hydrological,Flood,Flash flood,1,Affected,Serbia,SRB,Southern Europe,,,,,,Km2,,,,,2016,11,7,,,1655,,1655,,,
2017-0328-AUT,2017,328,Natural,Meteorological,Storm,Convective storm,1,Waiting,Austria,AUT,Western Europe,Flood,,,,,Kph,,,,,2017,8,5,3,,210,,210,,12000,1200
2017-0504-ALB,2017,504,Natural,Hydrological,Flood,Flash flood,1,Affected,Albania,ALB,Southern Europe,"Slide (land, mud, snow, rock)",Yes,,,10463,Km2,449.847,152.152,,"Vjosa, Devoll, Osum, Zeza, Seman rivers",2017,11,30,1,2,21000,,21002,,,8900
2017-0360-DEU,2017,360,Natural,Meteorological,Storm,Convective storm,1,Affected,Germany,DEU,Western Europe,Hail,,,,,Kph,,,,,2017,8,18,3,24,,,24,,,159000
2017-0010-ALB,2017,10,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Albania,ALB,Southern Europe,Snow/ice,,,,,?,,,,,2017,1,20,6,,,,,,,
2017-0010-BLR,2017,10,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Belarus,BLR,Eastern Europe,Snow/ice,,,,-31,?,,,,,2017,1,5,43,539,50000,,50539,,,
2017-0360-AUT,2017,360,Natural,Meteorological,Storm,Convective storm,1,Affected,Austria,AUT,Western Europe,,,,,126,Kph,,,,,2017,8,19,2,120,,,120,,,
2017-0165-BGR,2017,165,Technological,Technological,Transport accident,Road,1,Kill,Bulgaria,BGR,Eastern Europe,,,,,,,,,,,2017,6,4,10,,,,,,,
2017-0350-CHE,2017,350,Natural,Geophysical,Mass movement (dry),Rockfall,1,Affected,Switzerland,CHE,Western Europe,,,,,,,,,,,2017,8,23,8,,200,,200,,,
2017-0341-CZE,2017,341,Natural,Meteorological,Storm,Convective storm,1,Affected,Czech Republic (the),CZE,Eastern Europe,,,,,,Kph,,,,,2017,8,10,,,,,,,,2900
2017-0565-DEU,2017,565,Natural,Meteorological,Storm,Convective storm,1,SigDam,Germany,DEU,Western Europe,,,,,,Kph,,,,,2017,6,22,2,,,,,,570000,740000
2017-0310-DEU,2017,310,Natural,Hydrological,Flood,Riverine flood,1,Affected,Germany,DEU,Western Europe,,,,,,Km2,,,,Gose and Abzucht rivers,2017,7,24,,,600,,600,,,
2017-0241-DEU,2017,241,Technological,Technological,Transport accident,Road,1,Kill,Germany,DEU,Western Europe,,,,,,,,,,,2017,7,3,18,30,,,30,,,
2018-0082-ALB,2018,82,Natural,Hydrological,Flood,,1,Waiting,Albania,ALB,Southern Europe,"Slide (land, mud, snow, rock)",,,,10317,Km2,40.866,19.941,,"Drin, Bojana river",2018,3,5,,,800,,800,,,
2018-0002-ESP,2018,2,Natural,Meteorological,Storm,Convective storm,1,Waiting,Spain,ESP,Southern Europe,Surge,,,,160,Kph,,,,,2018,1,3,2,,,,,,,
2018-0002-CHE,2018,2,Natural,Meteorological,Storm,Convective storm,1,Waiting,Switzerland,CHE,Western Europe,Transport accident,,,,163,Kph,,,,,2018,1,3,,16,,,16,,16300,
2018-0025-DEU,2018,25,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Germany,DEU,Western Europe,Transport accident,,,,130,Kph,,,,,2018,1,17,5,12,,,12,,,588475
2018-0025-BEL,2018,25,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Belgium,BEL,Western Europe,,,,,130,Kph,,,,,2018,1,17,1,,,,,,,
2018-0235-BEL,2018,235,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Belgium,BEL,Western Europe,,,,,,?,,,,,2018,7,,,,,,,,,
2018-0311-BGR,2018,311,Technological,Technological,Transport accident,Road,1,Kill,Bulgaria,BGR,Eastern Europe,,,,,,,,,,,2018,8,25,16,26,,,26,,,
2018-0220-BGR,2018,220,Natural,Hydrological,Flood,,1,Affected,Bulgaria,BGR,Eastern Europe,,,,,78520,Km2,42.698,23.9,,,2018,6,28,,,600,,600,,,
2018-0097-BLR,2018,97,Natural,Hydrological,Flood,,1,Affected,Belarus,BLR,Eastern Europe,,,,,,Km2,,,,"Western Dvina, Neman and Pripyat rivers",2018,3,19,,,50000,,50000,,,
2018-0261-CHE,2018,261,Technological,Technological,Transport accident,Air,1,Kill,Switzerland,CHE,Western Europe,,,,,,,,,,,2018,8,4,20,,,,,,,
2018-0061-CZE,2018,61,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Czech Republic (the),CZE,Eastern Europe,,,,,,?,,,,,2018,2,23,3,,,,,,,
2018-0465-CZE,2018,465,Technological,Technological,Industrial accident,Explosion,1,Kill,Czech Republic (the),CZE,Eastern Europe,,,,,,m3,,,,,2018,12,20,13,10,,,10,,,
2018-0235-DEU,2018,235,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Germany,DEU,Western Europe,,,,,38,?,,,,,2018,7,,,,,,,,,
2018-0235-ESP,2018,235,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Spain,ESP,Southern Europe,,,,,47,?,,,,,2018,8,,9,,,,,,,
2019-0287-BIH,2019,287,Natural,Hydrological,Flood,,1,Affected,Bosnia and Herzegovina,BIH,Southern Europe,"Slide (land, mud, snow, rock)",,Yes,,27245,Km2,44.089,19.298,,,2019,6,1,,,159,,159,,,
2019-0015-ESP,2019,15,Natural,Hydrological,Flood,Riverine flood,1,SigDam,Spain,ESP,Southern Europe,"Slide (land, mud, snow, rock)",,,,6802,Km2,43.284,-6.225,,Tineo,2019,1,22,4,,,,,,29000,58000
2019-0301-ESP,2019,301,Natural,Hydrological,Flood,Flash flood,1,Declar,Spain,ESP,Southern Europe,Storm,,Yes,,,Km2,,,,Cidacos River,2019,7,8,1,,,,,,,
2019-0186-ESP,2019,186,Natural,Meteorological,Storm,Convective storm,1,Affected,Spain,ESP,Southern Europe,Flood,,,,100,Kph,,,,,2019,4,18,,,320,,320,,,
2019-0001-AUT,2019,1,Natural,Meteorological,Storm,Convective storm,1,Declar,Austria,AUT,Western Europe,"Avalanche (Snow, Debris)",,,,,Kph,,,,,2019,1,5,11,,,,,,,
2019-0001-CHE,2019,1,Natural,Meteorological,Storm,Convective storm,1,Declar,Switzerland,CHE,Western Europe,"Avalanche (Snow, Debris)",,,,,Kph,,,,,2019,1,13,4,,,,,,,
2019-0232-ALB,2019,232,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Albania,ALB,Southern Europe,,,,,5,Richter,40.501,20.722,6:26,,2019,6,1,,4,300,,304,,,
2019-0444-ALB,2019,444,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Albania,ALB,Southern Europe,,,,,6,Richter,41.381,19.454,16:04,,2019,9,21,,108,4500,,4608,,,45000
2019-0366-AUT,2019,366,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Austria,AUT,Western Europe,,,,,,?,,,,,2019,7,24,1,,,,,,,
2019-0296-BEL,2019,296,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Belgium,BEL,Western Europe,,,,,35,?,,,,,2019,6,21,128,,,,,,,
2019-0366-BEL,2019,366,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Belgium,BEL,Western Europe,,,,,41,?,,,39.7,,2019,7,19,400,,,,,,,
2019-0194-BIH,2019,194,Natural,Hydrological,Flood,,1,Declar,Bosnia and Herzegovina,BIH,Southern Europe,,,Yes,,,Km2,,,,"Sana, Una, Usora Rivers",2019,5,12,1,,600,,600,,,
2019-0001-DEU,2019,1,Natural,Meteorological,Storm,Convective storm,1,Declar,Germany,DEU,Western Europe,,,,,,Kph,,,,,2019,1,5,1,,,,,,,
2019-0296-DEU,2019,296,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Germany,DEU,Western Europe,,,,,39,?,,,,,2019,6,24,4,,,,,,,
2019-0366-DEU,2019,366,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Germany,DEU,Western Europe,,,,,42,?,,,,,2019,7,24,,,,,,,,
2019-0296-ESP,2019,296,Natural,Meteorological,Extreme temperature,Heat wave,1,Kill,Spain,ESP,Southern Europe,,,,,,?,,,,,2019,6,26,2,,,,,,,
2016-0560-RUS,2016,560,Technological,Technological,Miscellaneous accident,Explosion,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2016,2,16,,,,,,,,
2017-0408-ITA,2017,408,Natural,Meteorological,Storm,Convective storm,1,Affected,Italy,ITA,Southern Europe,Flood,,,,,Kph,,,,,2017,9,9,9,,1000,,1000,,,216000
2017-0328-ITA,2017,328,Natural,Meteorological,Storm,Convective storm,1,Waiting,Italy,ITA,Southern Europe,Flood,,,,,Kph,,,,,2017,8,5,4,,,,,,,3500
2017-0176-PRT,2017,176,Natural,Climatological,Wildfire,Forest fire,1,Kill,Portugal,PRT,Southern Europe,Heat wave,,,,300,Km2,,,15:00,,2017,6,17,64,204,500,,704,565000,19000,232000
2017-0182-GRC,2017,182,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Greece,GRC,Southern Europe,"Slide (land, mud, snow, rock)",,,,6,Richter,38.915,26.371,15:29,,2017,6,12,1,11,720,,731,,,
2017-0444-GRC,2017,444,Natural,Hydrological,Flood,Flash flood,1,Kill,Greece,GRC,Southern Europe,"Slide (land, mud, snow, rock)",,,,2571,Km2,38.261,23.529,,,2017,11,11,23,24,6000,,6024,,,
2017-0280-GRC,2017,280,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Greece,GRC,Southern Europe,Tsunami/Tidal wave,,,,7,Richter,36.925,27.414,1:31,,2017,7,21,2,120,,,120,,,
2017-0151-RUS,2017,151,Natural,Meteorological,Storm,Convective storm,1,Kill,Russian Federation (the),RUS,Eastern Europe,Hail,,,,79,Kph,,,,,2017,5,29,16,201,,,201,,,2000
2017-0228-ESP,2017,228,Natural,Climatological,Wildfire,Forest fire,1,Affected,Spain,ESP,Southern Europe,Heat wave,,,,,Km2,,,,,2017,6,24,,,1500,,1500,,,
2017-0408-HRV,2017,408,Natural,Meteorological,Storm,Convective storm,1,Affected,Croatia,HRV,Southern Europe,Flood,,,,,Kph,,,,,2017,9,11,,,3500,,3500,,6000,161000
2017-0230-HUN,2017,230,Natural,Meteorological,Storm,Convective storm,1,Affected,Hungary,HUN,Eastern Europe,Flood,,,,,Kph,,,,,2017,6,21,,,1298,,1298,,,
2017-0015-ITA,2017,15,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Italy,ITA,Southern Europe,"Avalanche (Snow, Debris)",,,,5,Richter,42.601,,10:25,13.227,2017,1,18,29,11,,,11,,6000,18000
2017-0010-GRC,2017,10,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Greece,GRC,Southern Europe,Snow/ice,,,,,?,,,,,2017,1,20,,,,,,,,
2017-0010-MKD,2017,10,Natural,Meteorological,Extreme temperature,Severe winter conditions,1,Kill,Macedonia (the former Yugoslav Republic of),MKD,Southern Europe,Snow/ice,,,,-25,?,,,,,2017,1,5,3,,2220,,2220,,,
2017-0417-ESP,2017,417,Natural,Climatological,Wildfire,Forest fire,1,Kill,Spain,ESP,Southern Europe,,,,,,Km2,,,,,2017,10,17,4,,,,,,,
2017-0320-FRA,2017,320,Natural,Hydrological,Flood,Flash flood,1,Affected,France,FRA,Western Europe,,,,,,Km2,45.486,3.338,,,2017,6,13,1,,160,,160,,,
2017-0086-FRA,2017,86,Natural,Meteorological,Storm,Extra-tropical storm,1,SigDam,France,FRA,Western Europe,,,,,193,Kph,,,,,2017,3,6,2,11,,,11,,341000,100000
2017-0292-FRA,2017,292,Natural,Climatological,Wildfire,,1,Affected,France,FRA,Western Europe,,,,,72,Km2,,,,,2017,7,24,,12,12000,,12012,,,
2017-0173-GBR,2017,173,Technological,Technological,Miscellaneous accident,Fire,1,Kill,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,,,,0:54,,2017,6,14,80,74,,,74,,,
2017-0490-GBR,2017,490,Natural,Hydrological,Flood,,1,Affected,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,,Km2,53.102,-6.856,,"Conder, Eden",2017,11,22,,,70,,70,,,
2017-0117-GRC,2017,117,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2017,4,24,16,,,,,,,
2017-0297-HRV,2017,297,Natural,Climatological,Wildfire,Forest fire,1,Declar,Croatia,HRV,Southern Europe,,,,,45,Km2,,,,,2017,7,16,,80,,,80,,,
2017-0490-IRL,2017,490,Natural,Hydrological,Flood,,1,Affected,Ireland,IRL,Northern Europe,,,,,,Km2,,,,Barrow,2017,11,22,,,300,,300,,,
2017-0349-ITA,2017,349,Natural,Geophysical,Earthquake,Ground movement,1,Affected,Italy,ITA,Southern Europe,,,,,4,Richter,,,20:57,,2017,8,23,2,42,2600,,2642,,,
2017-0544-ITA,2017,544,Natural,Hydrological,Flood,Riverine flood,1,Affected,Italy,ITA,Southern Europe,,,,,27560,Km2,45.457,105.881,,"Po, Enza, Parma",2017,12,11,,,1000,,1000,,48000,125000
2017-0024-ITA,2017,24,Technological,Technological,Transport accident,Road,1,Kill,Italy,ITA,Southern Europe,,,,,,,,,,,2017,1,21,16,13,,,13,,,
2017-0423-ITA,2017,423,Technological,Technological,Transport accident,Water,1,Kill,Italy,ITA,Southern Europe,,,,,,,,,,,2017,11,5,23,,,,,,,
2017-9296-ITA,2017,9296,Natural,Climatological,Drought,Drought,1,Waiting,Italy,ITA,Southern Europe,,,,,,Km2,,,,,2017,7,,,,,,,,,2300000
2017-0579-ITA,2017,579,Technological,Technological,Miscellaneous accident,,1,Affected,Italy,ITA,Southern Europe,,,,,,,,,,,2017,6,3,1,1500,,,1500,,,
2017-0341-POL,2017,341,Natural,Meteorological,Storm,Convective storm,1,Affected,Poland,POL,Eastern Europe,,,,,,Kph,,,,,2017,8,10,6,45,5799,,5844,,,275000
2017-0417-PRT,2017,417,Natural,Climatological,Wildfire,Forest fire,1,Kill,Portugal,PRT,Southern Europe,,,Yes,,2240,Km2,,,,,2017,10,15,45,71,,2700,2771,,270000,500000
2017-0407-ROU,2017,407,Natural,Meteorological,Storm,Convective storm,1,Affected,Romania,ROU,Eastern Europe,,,,,100,Kph,,,,,2017,9,17,9,137,,,137,,,7300
2017-0232-RUS,2017,232,Natural,Hydrological,Flood,Flash flood,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,,,,Km2,,,,,2017,5,10,,,15721,,15721,,,
2017-0167-RUS,2017,167,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,0:00,,2017,6,11,10,20,,,20,,,
2017-0240-RUS,2017,240,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2017,7,2,14,,,,,,,
2017-0351-RUS,2017,351,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2017,8,25,18,33,,,33,,,
2017-0453-RUS,2017,453,Technological,Technological,Transport accident,Road,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2017,11,16,14,5,,,5,,,
2017-0409-RUS,2017,409,Technological,Technological,Transport accident,Rail,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2017,10,5,16,5,,,5,,,
2017-0341-SVK,2017,341,Natural,Meteorological,Storm,Convective storm,1,Affected,Slovakia,SVK,Eastern Europe,,,,,,Kph,,,,,2017,8,10,,,,,,,,
2018-0002-FRA,2018,2,Natural,Meteorological,Storm,Convective storm,1,Waiting,France,FRA,Western Europe,Wildfire,,,,160,Kph,,,,"Aube, Moselle",2018,1,3,6,30,,,30,,,200000
2018-0397-ITA,2018,397,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Italy,ITA,Southern Europe,Flood,,Yes,,,Kph,,,,,2018,10,29,12,,2200,,2200,,,1100000
2018-0087-HRV,2018,87,Natural,Hydrological,Flood,Flash flood,1,Affected,Croatia,HRV,Southern Europe,"Slide (land, mud, snow, rock)",,Yes,,,Km2,,,,Lika river; Kupa and Sava basin,2018,3,18,,,450,21,471,,,
2018-0165-ROU,2018,165,Natural,Hydrological,Flood,,1,Affected,Romania,ROU,Eastern Europe,"Slide (land, mud, snow, rock)",,,,24193,Km2,45.946,24.989,,,2018,3,14,,,1500,,1500,,,
2018-0461-ITA,2018,461,Natural,Geophysical,Volcanic activity,,1,Affected,Italy,ITA,Southern Europe,Earthquake,,,,5,,,,,,2018,12,24,,28,300,,328,,,115000
2018-0407-RUS,2018,407,Natural,Hydrological,Flood,,1,Affected,Russian Federation (the),RUS,Eastern Europe,Storm,,Yes,,,Km2,,,,,2018,10,24,8,3,11300,,11303,,,10000
2018-0223-GRC,2018,223,Natural,Climatological,Wildfire,Forest fire,1,Kill,Greece,GRC,Southern Europe,Heat wave,,Yes,,,Km2,,,,,2018,7,23,100,600,4118,,4718,,,
2018-0224-LVA,2018,224,Natural,Climatological,Wildfire,Forest fire,1,SigDis,Latvia,LVA,Northern Europe,Heat wave,,,,,Km2,,,,,2018,7,18,,,,,,,,
2018-0259-PRT,2018,259,Natural,Climatological,Wildfire,Forest fire,1,Waiting,Portugal,PRT,Southern Europe,Heat wave,,,,,Km2,,,,,2018,8,3,,79,250,,329,,,
2018-0224-SWE,2018,224,Natural,Climatological,Wildfire,Forest fire,1,SigDis,Sweden,SWE,Northern Europe,Heat wave,,,,,Km2,,,,,2018,7,8,,,,,,,,102000
2018-0002-IRL,2018,2,Natural,Meteorological,Storm,Convective storm,1,Waiting,Ireland,IRL,Northern Europe,Flood,,,,,Kph,,,,Lee,2018,1,2,2,,,,,,,
2018-0002-GBR,2018,2,Natural,Meteorological,Storm,Convective storm,1,Waiting,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Surge,,,,,Kph,,,,,2018,1,2,,4,,,4,,,
2018-0259-ESP,2018,259,Natural,Climatological,Wildfire,Forest fire,1,Waiting,Spain,ESP,Southern Europe,,,,,,Km2,,,,,2018,8,6,,,,,,,,
2018-0291-ESP,2018,291,Technological,Technological,Miscellaneous accident,Collapse,1,Affected,Spain,ESP,Southern Europe,,,,,,,,,,,2018,8,12,,316,,,316,,,
2018-0361-ESP,2018,361,Natural,Hydrological,Flood,,1,Kill,Spain,ESP,Southern Europe,,,,,2882,Km2,39.591,2.936,,,2018,10,9,13,,,,,,31000,150000
2018-0061-EST,2018,61,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Estonia,EST,Northern Europe,,,,,,?,,,,,2018,2,1,7,,,,,,,
2018-0025-FRA,2018,25,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,France,FRA,Western Europe,,,,,,Kph,,,,,2018,1,17,,,,,,,,
2018-0397-FRA,2018,397,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,France,FRA,Western Europe,,,,,,Kph,,,,,2018,10,30,,,,,,,,
2018-0061-FRA,2018,61,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,France,FRA,Western Europe,,,,,,?,,,,,2018,2,23,3,,,,,,,
2018-0235-FRA,2018,235,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,France,FRA,Western Europe,,,,,38,?,,,,,2018,7,,,,,,,,,
2018-0037-FRA,2018,37,Natural,Hydrological,Flood,,1,Affected,France,FRA,Western Europe,,,,,72016,Km2,48.511,1.606,,"Seine, Marne, Yonne, Rh?e, Sa?e",2018,1,24,,,2750,,2750,,175000,372000
2018-0375-FRA,2018,375,Natural,Hydrological,Flood,,1,Kill,France,FRA,Western Europe,,,,,,Km2,,,,,2018,10,14,14,76,1400,,1476,,230000,340000
2018-0235-GBR,2018,235,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,,,,,33,?,,,,,2018,7,,,,,,,,,
2018-0088-GRC,2018,88,Technological,Technological,Transport accident,Water,1,Kill,Greece,GRC,Southern Europe,,,,,,,,,,,2018,3,17,16,,,,,,,
2018-0308-ITA,2018,308,Natural,Hydrological,Flood,Flash flood,1,Kill,Italy,ITA,Southern Europe,,,,,,Km2,,,,,2018,8,21,10,,23,,23,,,
2018-0061-ITA,2018,61,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Italy,ITA,Southern Europe,,,,,,?,,,,,2018,2,23,1,,,,,,,
2018-0235-ITA,2018,235,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Italy,ITA,Southern Europe,,,,,40,?,,,,,2018,8,,,,,,,,,
2018-0260-ITA,2018,260,Technological,Technological,Transport accident,Road,1,Kill,Italy,ITA,Southern Europe,,,,,,,,,,,2018,8,6,12,,,,,,,
2018-0296-ITA,2018,296,Technological,Technological,Miscellaneous accident,Collapse,1,Kill,Italy,ITA,Southern Europe,,,Yes,,,,,,,,2018,8,14,43,16,630,,646,,,
2018-0061-LTU,2018,61,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Lithuania,LTU,Northern Europe,,,,,,?,,,,,2018,2,23,5,,,,,,,
2018-9187-LTU,2018,9187,Natural,Climatological,Drought,Drought,1,Declar,Lithuania,LTU,Northern Europe,,,Yes,,,Km2,,,,,2018,5,,,,,,,,,
2018-0025-NLD,2018,25,Natural,Meteorological,Storm,Extra-tropical storm,1,Kill,Netherlands (the),NLD,Western Europe,,,,,130,Kph,,,,,2018,1,17,3,,,,,,,110011
2018-0235-NLD,2018,235,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Netherlands (the),NLD,Western Europe,,,,,,?,,,,,2018,7,,,,,,,,,
2018-0061-POL,2018,61,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Poland,POL,Eastern Europe,,,,,,?,,,,,2018,2,23,9,,,,,,,
2018-9187-POL,2018,9187,Natural,Climatological,Drought,Drought,1,Declar,Poland,POL,Eastern Europe,,,,,,Km2,,,,,2018,6,,,,,,,,,
2018-0376-PRT,2018,376,Natural,Meteorological,Storm,Tropical cyclone,1,SigDam,Portugal,PRT,Southern Europe,,,,,176,Kph,,,,,2018,10,14,2,28,60,,88,,60000,115500
2018-0235-PRT,2018,235,Natural,Meteorological,Extreme temperature,Heat wave,1,Waiting,Portugal,PRT,Southern Europe,,,,,45,?,,,,,2018,8,,,,,,,,,
2018-0032-PRT,2018,32,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Portugal,PRT,Southern Europe,,,,,,,,,,,2018,1,13,11,,,,,,,
2018-0247-ROU,2018,247,Natural,Hydrological,Flood,Flash flood,1,Affected,Romania,ROU,Eastern Europe,,,,,,Km2,,,,,2018,6,29,,,1200,,1200,,,
2018-0061-ROU,2018,61,Natural,Meteorological,Extreme temperature,Cold wave,1,Kill,Romania,ROU,Eastern Europe,,,,,,?,,,,,2018,2,23,2,,,,,,,
2018-0057-RUS,2018,57,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2018,2,11,71,,,,,,,
2018-0263-RUS,2018,263,Technological,Technological,Transport accident,Air,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2018,8,4,18,,,,,,,
2018-0028-RUS,2018,28,Technological,Technological,Transport accident,Water,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2018,1,25,20,,,,,,,
2018-0174-RUS,2018,174,Technological,Technological,Transport accident,Water,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,22:00,Volga,2018,6,11,11,,,,,,,
2018-0453-RUS,2018,453,Technological,Technological,Miscellaneous accident,Explosion,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2018,12,31,41,6,,,6,,,
2018-0092-RUS,2018,92,Technological,Technological,Miscellaneous accident,Fire,1,Kill,Russian Federation (the),RUS,Eastern Europe,,,,,,,,,,,2018,3,25,64,79,765,,844,,,
2018-0113-RUS,2018,113,Natural,Hydrological,Flood,,1,Affected,Russian Federation (the),RUS,Eastern Europe,,,Yes,,172030,Km2,52.883,84.596,,,2018,3,25,2,,3672,,3672,,,
2019-0487-RUS,2019,487,Natural,Hydrological,Flood,,1,Kill,Russian Federation (the),RUS,Eastern Europe,Broken Dam/Burst bank,,,,,Km2,,,,,2019,10,19,28,14,,,14,,,
2019-0222-ROU,2019,222,Natural,Hydrological,Flood,,1,Affected,Romania,ROU,Eastern Europe,Hail,,,,88755,Km2,45.624,26.653,,,2019,5,31,4,,362,,362,,,
2019-0497-ESP,2019,497,Natural,Hydrological,Flood,,1,Waiting,Spain,ESP,Southern Europe,"Slide (land, mud, snow, rock)",,,,,Km2,,,,,2019,10,22,5,3,,,3,,,
